,target
44038,0
44041,0
44047,0
44052,1
44068,1
44075,0
44080,0
44084,1
44088,0
44094,0
44096,0
44098,0
44108,1
44109,0
44111,1
44114,1
44121,0
44123,1
44124,0
44129,0
44133,0
44136,0
44148,0
44154,0
44161,0
44162,1
44165,0
44166,0
44177,0
44180,1
44183,0
44184,1
44187,1
44189,0
44191,0
44192,1
44194,0
44199,0
44200,1
44202,0
44215,0
44229,0
44230,1
44245,0
44246,0
44249,0
44252,0
44253,1
44254,0
44256,0
44261,1
44275,0
44278,0
44289,0
44294,0
44297,0
44303,0
44305,0
44319,0
44338,0
44344,0
44347,1
44359,0
44361,1
44362,0
44368,0
44371,1
44374,0
44377,0
44378,0
44381,0
44382,0
44383,0
44387,1
44399,1
44401,0
44406,0
44407,1
44409,0
44423,1
44428,0
44437,0
44443,0
44449,0
44469,1
44471,0
44473,0
44485,0
44494,0
44503,1
44511,0
44512,0
44515,1
44516,0
44520,0
44521,1
44525,0
44530,0
44535,1
44547,1
44550,1
44552,0
44559,0
44561,1
44562,0
44567,0
44568,0
44572,0
44577,1
44581,0
44587,0
44592,0
44593,0
44595,1
44599,1
44600,1
44602,0
44603,0
44616,0
44617,0
44622,0
44624,0
44628,0
44633,1
44638,0
44640,1
44645,1
44648,0
44659,0
44661,0
44666,0
44672,0
44675,0
44684,0
44686,0
44690,0
44692,0
44694,0
44696,0
44703,0
44704,0
44710,0
44711,0
44714,0
44715,1
44726,0
44729,1
44730,0
44740,0
44749,0
44752,0
44757,1
44768,1
44776,0
44793,1
44800,0
44804,0
44809,0
44818,0
44823,1
44830,0
44831,1
44839,0
44842,0
44847,0
44848,1
44850,0
44859,1
44872,1
44886,0
44887,1
44892,0
44896,1
44899,1
44903,0
44919,0
44921,0
44927,0
44928,0
44932,1
44937,0
44938,0
44946,1
44950,0
44951,0
44958,0
44961,0
44969,1
44970,1
44973,0
44975,0
44980,0
44983,0
44987,0
44990,0
44993,1
44994,0
44998,0
45001,1
45005,1
45006,0
45009,0
45024,0
45038,0
45052,0
45065,1
45067,0
45083,0
45101,1
45108,0
45109,1
45112,0
45113,0
45117,1
45118,1
45119,1
45123,0
45125,0
45126,0
45127,0
45135,0
45145,0
45148,0
45156,0
45157,0
45160,1
45164,0
45173,0
45176,0
45182,0
45186,0
45188,1
45189,0
45194,0
45197,0
45202,0
45207,0
45210,0
45229,0
45231,0
45238,1
45239,0
45243,0
45250,0
45255,1
45259,1
45260,0
45264,0
45271,1
45280,1
45289,1
45293,0
45300,0
45303,0
45304,1
45313,1
45315,0
45317,1
45323,0
45332,0
45337,1
45339,0
45342,1
45345,1
45347,0
45355,0
45358,1
45362,0
45370,0
45385,0
45388,1
45395,1
45398,1
45404,0
45424,0
45428,0
45430,0
45434,1
45436,0
45439,1
45440,0
45446,1
45453,0
45455,0
45463,0
45465,1
45470,1
45471,0
45474,1
45478,0
45486,0
45492,0
45495,0
45503,0
45507,1
45521,0
45525,0
45533,0
45539,0
45541,1
45543,0
45547,1
45548,0
45549,0
45550,0
45551,1
45556,1
45559,0
45564,1
45565,0
45567,0
45572,0
45573,0
45575,0
45588,0
45594,0
45603,0
45604,0
45607,0
45614,0
45619,0
45623,0
45626,0
45634,0
45647,0
45652,0
45658,1
45660,1
45674,1
45675,0
45683,0
45685,1
45711,0
45713,1
45720,0
45724,0
45731,0
45737,1
45747,0
45763,0
45767,1
45777,1
45784,0
45785,1
45790,0
45795,0
45805,0
45812,1
45813,1
45814,0
45819,1
45824,1
45828,0
45835,0
45836,0
45842,0
45843,1
45852,1
45866,0
45876,1
45877,1
45888,0
45901,0
45914,0
45915,1
45928,0
45936,0
45946,0
45949,0
45955,0
45960,1
45961,1
45973,0
45974,0
45980,0
45982,0
45991,1
45995,1
45996,1
46001,1
46012,0
46013,0
46017,0
46022,0
46028,0
46034,0
46036,0
46042,1
46045,0
46051,0
46061,1
46072,1
46073,0
46077,0
46079,1
46080,0
46084,0
46090,0
46097,1
46098,0
46101,1
46106,0
46114,0
46118,1
46121,0
46125,0
46136,0
46151,0
46152,0
46154,0
46156,0
46168,0
46174,0
46189,0
46194,1
46196,1
46201,0
46202,0
46203,0
46208,0
46209,0
46217,0
46224,0
46230,0
46231,0
46232,0
46234,0
46236,0
46252,1
46253,0
46257,1
46259,0
46262,0
46266,1
46267,0
46275,0
46280,0
46284,1
46287,1
46293,0
46299,0
46304,0
46309,0
46313,0
46316,0
46321,0
46328,0
46345,1
46354,0
46357,0
46363,0
46367,0
46369,1
46406,0
46410,0
46425,0
46431,1
46432,0
46437,0
46448,0
46453,0
46454,0
46455,0
46462,1
46471,0
46478,1
46481,1
46488,0
46490,1
46491,0
46493,0
46495,1
46503,1
46512,0
46513,1
46518,1
46521,0
46530,0
46531,1
46536,0
46541,0
46542,0
46544,0
46550,1
46563,0
46569,0
46572,1
46588,1
46593,0
46596,0
46601,0
46604,0
46605,0
46607,0
46611,0
46613,1
46623,0
46631,1
46634,1
46637,0
46639,0
46650,0
46653,0
46659,0
46669,0
46681,0
46683,1
46684,0
46688,0
46690,0
46691,1
46692,0
46699,0
46703,0
46708,0
46709,0
46713,0
46714,1
46722,1
46723,0
46735,1
46736,1
46740,0
46742,0
46743,1
46748,1
46750,0
46760,0
46762,0
46763,0
46767,1
46786,0
46787,0
46794,0
46806,0
46817,1
46821,0
46823,0
46824,0
46825,0
46829,0
46832,0
46834,0
46855,1
46860,1
46865,0
46868,0
46872,1
46874,0
46875,0
46878,0
46893,0
46898,0
46912,1
46920,0
46923,0
46928,0
46929,0
46935,0
46938,0
46942,0
46945,1
46946,0
46954,1
46959,0
46963,0
46971,0
46985,0
46988,1
47000,0
47003,0
47005,0
47007,0
47011,0
47013,0
47018,0
47019,0
47020,0
47037,1
47040,0
47046,1
47051,1
47052,0
47053,0
47070,0
47072,0
47081,0
47084,1
47085,0
47086,1
47088,1
47104,0
47105,0
47107,0
47109,0
47110,1
47114,0
47123,0
47126,0
47134,0
47138,1
47139,0
47140,1
47144,1
47159,0
47162,0
47176,0
47189,0
47190,0
47211,1
47215,1
47223,0
47226,0
47227,0
47231,1
47237,0
47239,0
47242,1
47245,1
47251,1
47253,0
47262,1
47263,0
47264,1
47266,1
47268,0
47286,0
47287,0
47290,0
47299,1
47305,0
47315,0
47317,0
47319,0
47324,1
47328,0
47332,1
47338,0
47346,0
47355,0
47362,0
47366,0
47370,1
47379,0
47385,0
47388,0
47392,0
47396,0
47397,0
47399,0
47409,0
47413,1
47423,0
47425,0
47429,0
47431,0
47434,0
47437,1
47446,0
47449,1
47451,0
47458,0
47463,0
47467,0
47472,1
47473,1
47476,1
47478,0
47496,0
47502,1
47505,0
47515,0
47517,0
47520,1
47521,0
47523,0
47534,0
47538,1
47541,0
47544,0
47545,0
47552,0
47557,1
47560,1
47562,0
47567,0
47578,0
47580,0
47582,0
47586,1
47589,0
47594,0
47597,0
47600,0
47601,0
47605,1
47608,0
47613,0
47616,1
47637,0
47641,1
47643,0
47644,1
47649,0
47651,1
47653,0
47657,0
47658,0
47663,1
47665,0
47669,0
47674,0
47676,0
47685,0
47690,1
47692,1
47693,0
47694,0
47699,0
47701,0
47705,0
47708,0
47709,0
47712,0
47715,1
47726,1
47732,1
47734,0
47736,1
47740,0
47743,1
47745,1
47757,1
47758,0
47762,0
47764,1
47767,1
47778,0
47779,0
47781,0
47784,0
47790,0
47796,0
47804,0
47808,0
47830,0
47832,0
47834,1
47839,0
47849,0
47865,0
47874,1
47884,0
47889,0
47890,0
47900,0
47906,1
47907,0
47914,0
47916,0
47921,0
47922,0
47925,0
47927,0
47932,0
47940,0
47941,1
47942,1
47948,0
47952,0
47956,0
47958,1
47960,1
47965,0
47968,1
47969,0
47974,0
47985,1
47986,0
47989,1
47995,0
48005,1
48014,0
48019,0
48020,1
48027,0
48028,1
48035,0
48038,0
48044,0
48058,1
48063,0
48071,0
48091,0
48100,0
48103,1
48109,1
48115,0
48123,0
48125,0
48131,0
48133,0
48134,0
48140,1
48142,0
48148,1
48155,1
48161,0
48164,0
48165,0
48167,0
48175,1
48176,1
48177,0
48183,0
48198,1
48200,0
48204,1
48205,1
48206,0
48211,0
48214,0
48215,1
48216,0
48218,0
48225,1
48231,0
48239,0
48246,1
48250,0
48258,1
48261,1
48265,0
48266,0
48269,0
48279,0
48289,1
48293,0
48294,0
48296,0
48297,0
48298,1
48301,1
48302,1
48306,0
48309,0
48327,0
48333,1
48337,1
48344,0
48350,0
48361,1
48367,0
48374,0
48380,1
48388,0
48389,0
48395,0
48402,0
48403,0
48405,0
48406,1
48422,0
48427,0
48428,0
48434,0
48437,1
48439,0
48449,1
48453,0
48454,0
48459,0
48461,1
48475,1
48476,0
48487,1
48489,0
48496,0
48512,0
48517,0
48526,0
48532,0
48535,0
48536,0
48538,1
48539,0
48541,0
48545,1
48546,0
48548,0
48553,0
48554,0
48560,0
48565,1
48570,0
48579,1
48580,0
48587,0
48589,0
48594,1
48601,0
48602,0
48605,1
48621,1
48623,0
48625,0
48626,0
48628,0
48631,0
48636,0
48638,1
48641,1
48646,1
48654,0
48664,0
48670,0
48672,0
48675,0
48688,0
48692,0
48693,0
48699,0
48700,0
48705,0
48712,0
48714,0
48721,0
48724,0
48727,0
48729,0
48735,0
48737,0
48738,1
48748,0
48758,0
48760,0
48773,0
48784,0
48785,0
48788,0
48789,0
48791,0
48797,0
48799,0
48803,0
48811,0
48816,0
48820,0
48821,0
48822,0
48824,0
48825,0
48829,0
48831,0
48834,1
48845,1
48846,0
48849,0
48853,0
48854,0
48859,0
48861,0
48864,0
48867,1
48870,0
48871,1
48872,0
48876,0
48879,1
48886,0
48893,0
48900,1
48907,1
48913,1
48923,0
48931,0
48932,0
48939,0
48946,0
48950,0
48952,0
48956,0
48958,0
48964,0
48979,0
48981,0
48983,1
48991,0
48995,0
48999,0
49003,0
49005,1
49012,1
49016,0
49030,0
49032,0
49035,1
49037,0
49046,0
49055,0
49056,0
49057,0
49076,1
49077,0
49084,0
49091,0
49097,0
49106,0
49108,0
49110,0
49117,0
49125,0
49129,0
49136,0
49139,0
49152,0
49157,0
49170,0
49174,0
49184,0
49203,0
49223,0
49224,0
49228,0
49230,0
49233,0
49243,0
49249,0
49255,0
49261,0
49265,0
49274,0
49275,1
49283,1
49295,0
49296,1
49299,1
49304,0
49307,0
49308,1
49310,1
49320,0
49343,1
49344,0
49346,1
49356,0
49366,0
49370,0
49372,0
49374,0
49388,0
49394,0
49397,0
49402,0
49406,1
49410,0
49412,1
49415,0
49418,0
49431,0
49435,1
49439,0
49442,1
49443,0
49445,0
49450,0
49463,0
49468,0
49472,0
49480,0
49489,1
49492,0
49500,0
49502,1
49506,0
49531,1
49543,1
49558,0
49559,1
49560,0
49566,0
49571,1
49574,0
49580,0
49584,1
49591,1
49594,0
49601,1
49605,0
49616,0
49620,1
49622,1
49625,0
49630,1
49636,0
49641,0
49642,0
49645,0
49646,1
49652,0
49654,0
49661,0
49663,0
49669,0
49675,1
49680,1
49687,0
49702,1
49714,0
49717,0
49718,0
49719,1
49724,0
49730,1
49732,0
49735,1
49745,0
49751,0
49761,1
49769,0
49770,0
49773,0
49776,0
49779,0
49786,0
49791,0
49801,1
49802,0
49810,1
49827,0
49835,0
49843,0
49845,1
49865,1
49869,0
49870,1
49886,0
49890,0
49892,0
49896,1
49902,0
49903,0
49907,1
49909,1
49919,0
49921,0
49923,0
49928,0
49943,0
49944,0
49957,0
49960,0
49964,0
49966,0
49974,0
49983,1
49988,0
49989,1
49994,1
49999,0
50001,1
50002,0
50004,0
50007,0
50012,0
50014,0
50021,0
50032,1
50041,0
50042,0
50043,0
50044,0
50045,0
50048,0
50058,1
50061,0
50063,1
50066,0
50068,0
50069,0
50070,0
50072,0
50081,1
50090,0
50091,1
50094,1
50099,0
50101,0
50104,1
50108,0
50113,1
50115,0
50129,0
50131,0
50133,0
50135,0
50143,1
50153,0
50155,1
50158,0
50161,0
50162,0
50163,0
50169,1
50174,1
50180,0
50190,0
50192,0
50197,0
50199,0
50203,0
50204,0
50207,0
50210,0
50211,0
50215,1
50220,0
50224,1
50225,0
50226,0
50231,0
50232,0
50239,1
50242,1
50243,0
50249,1
50257,0
50264,0
50268,0
50272,0
50276,1
50277,0
50282,1
50286,0
50295,0
50306,1
50311,1
50314,0
50317,1
50329,0
50334,0
50335,1
50345,0
50347,0
50353,0
50359,0
50366,0
50367,1
50368,1
50372,0
50375,0
50380,1
50384,0
50389,1
50392,0
50394,0
50405,0
50409,1
50414,0
50427,0
50444,0
50458,0
50459,1
50464,1
50465,0
50466,0
50469,1
50474,0
50475,1
50477,1
50479,0
50483,0
50492,0
50498,0
50499,1
50502,0
50506,1
50511,0
50524,0
50532,0
50535,1
50540,1
50545,0
50546,0
50547,0
50550,0
50560,0
50566,0
50569,0
50572,0
50575,0
50579,0
50580,0
50583,0
50587,1
50602,0
50612,1
50615,0
50616,0
50617,0
50618,1
50619,1
50625,0
50631,0
50632,0
50634,0
50637,0
50642,0
50643,0
50645,0
50648,0
50650,0
50653,0
50658,0
50661,1
50664,0
50669,0
50670,0
50676,0
50677,0
50678,1
50680,0
50681,0
50683,0
50689,0
50693,1
50699,0
50703,0
50717,0
50726,0
50728,0
50734,0
50748,0
50756,0
50757,0
50760,0
50762,0
50771,1
50772,0
50777,0
50783,0
50789,1
50790,0
50793,0
50795,1
50797,1
50799,1
50805,0
50810,0
50814,0
50815,0
50818,0
50825,1
50828,0
50829,0
50830,0
50831,0
50839,1
50842,0
50853,1
50856,1
50873,1
50878,1
50883,0
50889,1
50903,0
50909,0
50913,0
50914,0
50923,0
50926,0
50928,1
50935,1
50949,1
50956,0
50957,0
50961,0
50965,0
50968,0
50977,1
50978,0
50983,0
50992,0
50993,0
50999,0
51022,0
51025,1
51027,0
51036,0
51044,0
51047,0
51059,0
51062,1
51066,0
51072,0
51075,0
51081,1
51097,0
51101,0
51108,0
51117,0
51118,0
51119,1
51121,0
51123,0
51125,0
51128,1
51130,0
51137,0
51138,1
51140,0
51141,0
51162,0
51166,0
51171,0
51175,0
51189,0
51190,1
51191,0
51195,0
51199,0
51200,1
51203,0
51211,0
51212,1
51213,0
51214,1
51218,0
51232,0
51242,0
51244,0
51248,0
51249,0
51251,1
51252,1
51277,0
51279,0
51282,0
51284,1
51285,1
51289,0
51291,1
51297,0
51299,0
51309,1
51312,1
51317,0
51318,0
51332,0
51337,0
51338,0
51340,0
51357,0
51362,1
51364,1
51367,0
51370,1
51377,0
51379,0
51381,0
51396,1
51397,1
51409,0
51414,0
51415,1
51416,0
51420,0
51425,0
51426,0
51433,0
51435,0
51437,0
51441,0
51463,0
51467,0
51477,0
51478,0
51479,0
51482,0
51484,1
51486,0
51487,0
51502,0
51506,0
51512,1
51521,0
51523,1
51525,1
51536,0
51537,0
51543,1
51547,0
51561,0
51562,1
51567,1
51570,0
51574,0
51576,1
51580,1
51581,1
51586,0
51591,0
51593,0
51600,0
51606,1
51608,0
51610,0
51615,0
51616,0
51625,0
51628,0
51629,0
51641,0
51644,0
51649,0
51652,0
51676,0
51677,1
51679,1
51683,1
51686,0
51692,0
51697,0
51704,0
51710,0
51711,1
51713,0
51714,1
51715,0
51721,0
51732,0
51733,0
51738,0
51740,0
51744,0
51746,1
51750,0
51752,0
51754,1
51758,0
51761,1
51762,0
51765,1
51766,0
51771,0
51773,0
51776,0
51795,1
51801,0
51808,0
51812,0
51817,0
51819,1
51821,0
51824,1
51830,0
51841,1
51850,0
51856,0
51860,1
51869,0
51870,0
51873,0
51876,0
51877,0
51890,0
51891,0
51894,0
51905,0
51917,0
51920,0
51924,1
51928,0
51939,0
51944,1
51949,0
51954,0
51958,1
51965,1
51969,0
51975,0
51977,1
51981,0
51984,0
51986,1
51989,0
51991,0
52002,1
52004,1
52012,0
52018,0
52020,1
52037,0
52053,0
52054,1
52058,0
52060,0
52062,0
52080,1
52082,0
52085,0
52088,0
52092,0
52093,1
52094,0
52099,1
52102,0
52103,0
52104,1
52110,1
52117,0
52127,1
52131,1
52133,0
52134,1
52135,0
52138,0
52144,1
52148,0
52152,0
52153,0
52154,0
52167,0
52170,0
52174,0
52175,0
52176,0
52180,0
52181,1
52184,0
52188,0
52191,0
52192,0
52194,0
52196,1
52207,1
52209,0
52217,0
52223,1
52224,1
52226,0
52232,1
52250,0
52251,0
52256,0
52258,0
52259,0
52260,0
52262,0
52264,0
52274,0
52283,1
52284,1
52285,0
52286,0
52290,0
52299,1
52300,0
52305,1
52306,1
52307,1
52326,1
52330,0
52332,1
52345,1
52350,0
52362,1
52367,0
52372,0
52378,0
52382,0
52390,0
52391,0
52396,0
52403,0
52405,0
52414,0
52423,0
52428,0
52435,0
52442,0
52445,0
52458,0
52460,0
52464,0
52474,1
52488,0
52493,0
52500,0
52502,0
52503,1
52513,0
52518,0
52519,1
52526,0
52527,1
52551,0
52555,0
52560,0
52567,1
52571,0
52573,1
52574,0
52575,0
52576,0
52577,1
52579,0
52581,1
52582,1
52589,0
52604,0
52609,0
52612,0
52614,0
52618,0
52621,0
52624,0
52628,1
52629,1
52641,0
52642,0
52647,0
52650,1
52651,0
52653,0
52658,1
52660,0
52663,0
52667,0
52668,0
52688,1
52690,0
52692,1
52695,1
52697,0
52700,0
52702,1
52707,0
52710,1
52714,1
52717,0
52718,0
52720,1
52724,0
52730,0
52733,0
52738,0
52749,0
52750,1
52752,1
52754,0
52756,0
52769,0
52772,0
52774,1
52778,1
52782,0
52790,0
52793,0
52806,0
52809,1
52814,0
52819,0
52824,0
52829,0
52831,1
52842,0
52844,1
52853,0
52856,1
52857,0
52864,0
52872,0
52883,1
52887,1
52889,0
52890,0
52894,0
52900,0
52901,0
52913,0
52916,1
52920,0
52921,1
52926,0
52927,1
52945,0
52948,1
52955,1
52956,0
52958,1
52960,1
52964,0
52972,0
52982,1
52996,1
52999,0
53003,1
53007,0
53010,1
53015,0
53016,0
53025,1
53027,0
53039,1
53045,0
53048,0
53051,1
53061,0
53065,0
53071,1
53075,0
53089,0
53090,1
53095,0
53096,1
53100,1
53101,0
53117,0
53120,0
53126,0
53128,1
53133,1
53142,1
53148,1
53157,0
53159,1
53172,1
53197,0
53204,1
53205,0
53212,0
53217,1
53221,0
53227,1
53228,0
53240,0
53242,0
53247,0
53250,1
53252,0
53253,0
53254,0
53255,0
53261,1
53268,0
53276,1
53279,1
53281,0
53289,1
53290,0
53291,1
53298,1
53304,1
53310,0
53317,1
53318,0
53321,1
53335,0
53343,1
53344,0
53357,1
53364,0
53366,0
53370,0
53375,1
53379,0
53383,0
53384,1
53393,1
53396,0
53406,0
53412,0
53413,1
53418,1
53424,0
53427,1
53428,0
53432,0
53433,0
53435,0
53436,0
53438,0
53443,0
53445,0
53462,0
53468,1
53472,0
53473,1
53477,1
53481,1
53486,0
53494,0
53499,0
53502,0
53503,0
53504,0
53505,0
53525,1
53533,0
53535,0
53537,1
53542,0
53543,1
53546,1
53553,0
53554,0
53556,0
53564,0
53568,0
53569,0
53582,1
53589,0
53591,1
53593,1
53596,0
53598,1
53599,0
53600,0
53606,0
53610,0
53612,0
53614,1
53616,1
53633,1
53637,0
53640,0
53651,0
53653,0
53659,1
53660,0
53673,0
53677,0
53680,0
53681,0
53682,0
53693,0
53696,0
53697,0
53700,1
53702,0
53706,0
53715,0
53718,0
53725,1
53726,0
53729,1
53733,1
53734,1
53737,0
53741,0
53743,1
53746,0
53756,1
53761,0
53766,0
53767,0
53779,1
53785,0
53787,0
53791,0
53793,0
53796,0
53802,0
53805,0
53810,0
53831,0
53835,0
53844,1
53846,0
53847,0
53848,0
53852,0
53854,0
53856,1
53863,0
53867,0
53868,1
53873,0
53882,0
53888,1
53890,0
53897,0
53901,0
53903,0
53915,0
53918,0
53926,0
53935,0
53941,0
53943,1
53950,1
53964,0
53968,0
53972,0
53980,0
53981,0
53986,0
53989,1
53991,0
53992,0
53994,0
54004,0
54010,0
54017,1
54018,0
54022,0
54030,1
54031,0
54033,0
54037,0
54043,1
54056,0
54058,0
54059,0
54079,1
54081,0
54085,0
54092,0
54097,0
54098,0
54099,1
54109,0
54118,0
54121,0
54136,1
54142,0
54154,0
54158,1
54165,0
54172,1
54173,0
54176,1
54177,0
54181,0
54196,0
54197,1
54198,0
54212,1
54213,0
54214,0
54225,1
54246,0
54253,0
54255,0
54272,0
54274,0
54279,0
54281,0
54287,1
54289,0
54291,0
54292,1
54300,0
54301,0
54310,0
54312,1
54318,0
54325,0
54334,0
54335,1
54339,0
54340,0
54342,0
54345,1
54364,1
54370,0
54373,1
54378,0
54380,0
54381,1
54385,1
54388,0
54392,0
54404,1
54407,0
54413,1
54416,0
54419,0
54420,1
54423,1
54425,0
54432,0
54433,1
54436,0
54452,0
54456,1
54457,0
54474,0
54478,1
54488,0
54490,0
54492,0
54493,0
54494,0
54495,0
54496,0
54497,1
54500,0
54508,1
54512,0
54529,1
54533,0
54534,0
54536,0
54549,0
54552,0
54553,0
54555,0
54567,1
54572,1
54576,1
54580,0
54592,0
54594,0
54598,1
54605,0
54606,0
54607,0
54618,0
54619,1
54622,0
54623,0
54629,0
54631,1
54632,1
54643,0
54646,1
54647,1
54651,0
54658,0
54661,1
54663,1
54665,0
54676,1
54677,0
54681,0
54685,1
54690,0
54694,1
54696,0
54706,0
54707,0
54720,1
54722,1
54723,0
54724,0
54726,0
54735,0
54743,0
54748,0
54754,1
54758,0
54763,1
54784,1
54794,1
54801,0
54803,0
54811,0
54812,1
54820,1
54826,1
54828,0
54829,0
54831,0
54834,1
54837,0
54846,1
54847,1
54856,0
54859,0
54876,0
54883,0
54886,0
54893,0
54894,0
54903,0
54904,1
54905,0
54927,0
54932,0
54933,0
54938,1
54940,0
54950,0
54956,0
54963,0
54966,1
54967,1
54975,0
54986,0
54991,0
54995,0
55000,1
55001,0
55003,0
55007,1
55008,0
55016,1
55019,1
55031,0
55033,1
55034,0
55038,0
55039,0
55041,0
55049,0
55056,0
55061,0
55078,0
55079,0
55081,1
55082,0
55086,0
55096,0
55097,1
55101,1
55104,1
55105,0
55108,0
55121,0
55130,1
55135,0
55142,1
55151,0
55152,0
55159,1
55160,0
55164,1
55173,0
55175,0
55176,0
55193,1
55196,0
55198,0
55199,1
55201,0
55209,0
55214,0
55216,0
55221,1
55222,1
55233,0
55242,0
55244,0
55246,0
55256,1
55258,1
55259,0
55263,0
55267,0
55270,0
55276,0
55280,0
55282,0
55287,1
55301,1
55302,0
55307,0
55309,0
55310,0
55311,1
55317,0
55324,1
55325,1
55334,0
55336,0
55338,0
55345,0
55354,0
55355,1
55358,0
55362,0
55367,0
55370,0
55381,0
55383,0
55384,0
55390,0
55394,0
55411,1
55412,1
55420,0
55423,0
55424,0
55428,0
55431,0
55436,0
55439,0
55452,0
55460,0
55461,0
55465,0
55468,0
55471,0
55480,0
55484,0
55485,0
55503,1
55507,0
55519,0
55522,1
55525,1
55531,0
55532,0
55536,0
55545,0
55547,0
55565,0
55567,0
55571,0
55587,0
55589,0
55600,1
55606,1
55613,1
55623,1
55640,0
55644,0
55645,0
55649,0
55652,0
55654,0
55659,0
55660,0
55672,1
55681,0
55686,1
55701,1
55702,0
55703,0
55705,1
55707,1
55708,0
55721,0
55727,0
55739,0
55741,1
55744,0
55745,0
55750,0
55755,0
55759,0
55760,1
55793,0
55796,0
55798,0
55806,1
55814,0
55817,0
55820,0
55821,0
55822,0
55823,0
55826,0
55830,0
55832,0
55839,0
55847,0
55849,0
55859,0
55868,0
55870,0
55877,0
55884,0
55893,0
55894,0
55897,1
55900,0
55902,1
55905,0
55907,0
55911,0
55916,1
55925,0
55933,0
55934,0
55939,0
55942,0
55949,0
55951,0
55954,0
55967,0
55969,1
55976,0
55978,0
55979,1
55980,1
55984,0
55992,0
55993,0
56003,0
56007,1
56009,0
56018,0
56030,0
56032,0
56037,0
56040,0
56041,0
56043,0
56046,1
56049,1
56051,0
56054,0
56060,0
56062,0
56066,0
56072,0
56085,0
56092,1
56095,0
56096,0
56122,0
56125,0
56127,1
56137,1
56148,0
56157,1
56159,0
56186,0
56188,1
56194,0
56196,0
56198,0
56203,1
56207,0
56212,1
56218,1
56221,0
56240,0
56245,1
56250,0
56253,0
56262,0
56263,0
56267,1
56271,1
56273,0
56287,0
56295,0
56300,0
56302,0
56304,1
56315,0
56316,1
56319,0
56323,0
56326,0
56327,0
56330,0
56336,0
56341,0
56352,0
56357,1
56359,0
56360,0
56361,0
56362,0
56369,0
56372,0
56373,0
56379,1
56384,0
56388,0
56393,0
56394,1
56398,0
56401,0
56403,1
56405,0
56408,1
56409,0
56418,1
56420,0
56426,0
56433,0
56436,0
56442,0
56450,0
56454,1
56464,0
56469,0
56470,0
56474,0
56484,0
56488,1
56493,0
56514,0
56522,1
56531,0
56536,0
56554,1
56564,0
56565,0
56566,0
56570,1
56586,1
56596,0
56598,0
56610,0
56614,0
56616,1
56626,0
56632,0
56636,1
56642,1
56654,0
56658,0
56659,1
56671,0
56678,1
56680,0
56681,0
56703,1
56719,1
56724,0
56725,1
56727,0
56728,0
56735,1
56739,0
56753,1
56756,1
56772,0
56779,0
56795,1
56796,0
56803,0
56809,1
56815,1
56820,1
56826,0
56827,1
56830,0
56835,0
56846,1
56847,0
56852,0
56857,0
56869,0
56870,0
56872,0
56887,0
56888,0
56892,0
56894,0
56898,0
56906,1
56907,0
56914,0
56918,0
56925,1
56940,0
56942,1
56943,0
56947,1
56964,0
56968,1
56977,0
56982,0
56993,0
56995,0
57009,0
57022,1
57025,0
57027,0
57038,0
57039,1
57047,0
57050,1
57052,0
57053,0
57054,0
57059,0
57064,1
57067,0
57075,0
57085,0
57087,0
57089,0
57094,0
57100,0
57111,1
57112,1
57114,0
57116,0
57119,0
57127,0
57138,0
57141,0
57143,1
57144,0
57145,0
57150,0
57155,0
57157,1
57160,0
57170,0
57180,0
57182,0
57191,0
57198,0
57205,0
57210,0
57213,0
57218,0
57221,0
57225,0
57243,0
57244,0
57252,0
57253,1
57258,0
57259,0
57285,0
57291,0
57292,0
57294,0
57302,0
57306,1
57307,0
57311,0
57326,0
57327,0
57331,0
57339,1
57340,0
57346,1
57347,0
57353,0
57361,0
57363,1
57364,0
57365,0
57366,0
57372,0
57376,0
57380,0
57395,0
57417,0
57419,0
57422,0
57429,0
57430,0
57431,0
57432,0
57446,0
57454,1
57455,1
57456,0
57457,1
57463,0
57473,1
57477,1
57485,0
57488,0
57489,0
57493,0
57495,0
57496,0
57500,0
57511,0
57521,0
57525,0
57533,1
57540,0
57561,0
57564,0
57582,0
57598,0
57601,1
57605,0
57609,0
57610,1
57613,0
57641,0
57642,1
57645,1
57656,0
57658,1
57674,0
57678,1
57681,0
57682,1
57693,0
57697,0
57701,0
57702,1
57704,0
57711,1
57716,0
57728,0
57740,0
57745,0
57746,0
57762,1
57768,1
57771,1
57772,0
57773,1
57775,0
57781,0
57782,0
57785,1
57798,0
57808,0
57809,0
57812,0
57823,1
57831,1
57834,0
57849,1
57850,0
57863,0
57867,0
57868,0
57873,1
57878,0
57882,0
57887,0
57891,0
57896,1
57900,0
57905,1
57912,0
57920,0
57928,1
57931,1
57934,0
57935,0
57943,0
57944,1
57946,0
57965,0
57974,0
57986,0
57988,1
57993,0
57997,0
57998,0
58003,1
58011,1
58029,0
58030,0
58032,0
58034,0
58036,0
58037,0
58040,0
58043,0
58049,0
58051,1
58052,1
58056,0
58057,0
58059,0
58064,1
58068,0
58070,1
58084,1
58098,0
58102,0
58104,0
58107,0
58110,0
58112,1
58113,0
58124,0
58125,1
58128,1
58130,0
58131,0
58145,0
58149,0
58151,0
58155,0
58158,0
58159,0
58175,0
58182,1
58186,0
58192,0
58197,0
58199,0
58213,0
58220,0
58221,1
58222,0
58240,0
58241,0
58250,0
58255,1
58263,1
58265,1
58277,0
58294,0
58297,0
58305,1
